id,zip,state,county,poverty,price2007,price2013
5174,8110,NJ,camden,10.6,151600,100000
5175,93110,CA,santa barbara,12.2,1145700,1002000
5177,28327,NC,moore,10.2,146600,164000
5178,7646,NJ,bergen,5.9,457600,358700
5179,11030,NY,nassau,4.7,1359400,1230300
5180,60131,IL,cook,14.6,273600,135000
5181,10549,NY,westchester,7.7,699800,571100
5182,19054,PA,bucks,5.2,234000,203800
5183,22046,VA,fairfax,5.5,599700,606900
5184,6029,CT,tolland,6.3,260400,236100
5185,92075,CA,san diego,11.1,1012500,1011100
5186,45246,OH,hamilton,13.0,122500,100700
5187,78404,TX,nueces,19.1,94100,103300
5188,45206,OH,hamilton,13.0,128900,130700
5189,6897,CT,fairfield,6.7,886900,731300
5190,19703,DE,new castle,10.1,208100,186600
5191,74361,OK,mayes,16.8,75400,97600
5192,63131,MO,saint louis,23.0,505100,458200
5193,72543,AR,cleburne,16.4,112000,125900
5194,7751,NJ,monmouth,6.1,548800,456600
5195,30354,GA,fulton,14.2,112600,54600
5196,94705,CA,alameda,11.0,1172100,1123200
5197,2359,MA,plymouth,6.5,363500,309500
5198,62249,IL,madison,11.3,147700,137600
5199,95366,CA,san joaquin,14.2,476200,324800
5200,8837,NJ,middlesex,6.6,349200,261500
5201,33637,FL,hillsborough,11.6,165500,97300
5202,2726,MA,bristol,9.3,293300,241700
5203,44140,OH,cuyahoga,15.7,192800,192900
5205,33305,FL,broward,11.4,481200,338000
5206,60118,IL,kane,7.8,307100,230000
5207,72058,AR,faulkner,14.9,101600,129200
5208,45403,OH,montgomery,14.8,64700,40400
5209,80517,CO,larimer,12.2,296900,318000
5210,32091,FL,bradford,16.9,94200,77000
5211,15229,PA,allegheny,11.6,111600,126900
5212,44301,OH,summit,14.0,85200,64000
5213,19707,DE,new castle,10.1,448700,385200
5214,18634,PA,luzerne,11.7,55100,62100
5215,91390,CA,los angeles,14.6,711000,484100
5216,13104,NY,onondaga,12.8,210400,201000
5218,18466,PA,monroe,9.1,144100,78400
5219,50325,IA,polk,9.4,220600,225800
5220,18707,PA,luzerne,11.7,158700,165800
5221,48026,MI,macomb,8.3,161600,104200
5222,10960,NY,rockland,8.8,578600,437100
5223,49080,MI,allegan,10.7,135300,119900
5224,33523,FL,hernando,8.9,131100,74400
5225,77541,TX,brazoria,9.8,70800,94600
5226,89005,NV,clark,10.7,352000,214400
5227,21046,MD,howard,4.5,396300,339000
5228,53158,WI,kenosha,11.8,242000,188200
5229,7628,NJ,bergen,5.9,444400,312400
5230,28036,NC,mecklenburg,11.0,270600,261000
5231,32097,FL,nassau,8.9,211200,146600
5233,32317,FL,leon,17.0,269700,212900
5234,55364,MN,hennepin,10.6,316200,266100
5235,28539,NC,onslow,14.2,118300,129400
5236,48051,MI,macomb,8.3,189800,144200
5237,48225,MI,wayne,20.8,126700,48500
5238,81521,CO,mesa,12.0,190500,188100
5239,91208,CA,los angeles,14.6,894400,775600
5240,33184,FL,miami-dade,15.3,355700,218700
5241,92585,CA,riverside,11.7,387000,241400
5242,1510,MA,worcester,9.5,260900,200000
5243,19126,PA,philadelphia,23.5,114300,124900
5244,35210,AL,jefferson,15.1,121900,113400
5245,22066,VA,fairfax,5.5,1181500,1075300
5246,93514,CA,inyo,11.4,389900,294200
5247,33616,FL,hillsborough,11.6,200900,134700
5249,98467,WA,pierce,11.1,363600,288200
5250,68503,NE,lancaster,10.9,83200,84100
5251,48341,MI,oakland,8.6,106000,56700
5252,81507,CO,mesa,12.0,289800,273600
5253,93280,CA,kern,18.1,207600,122500
5254,27504,NC,johnston,12.5,116600,116900
5255,18407,PA,lackawanna,12.6,76900,77200
5256,37617,TN,sullivan,15.0,128400,134200
5257,80701,CO,morgan,12.3,123200,124800
5258,97524,OR,jackson,13.4,282200,202900
5259,90715,CA,los angeles,14.6,542300,372400
5260,7480,NJ,passaic,13.4,354400,230900
5261,61443,IL,henry,9.8,52300,53300
5262,40217,KY,jefferson,14.6,89400,111300
5263,28075,NC,cabarrus,11.1,193200,206400
5264,64056,MO,jackson,15.0,130500,92900
5265,2189,MA,norfolk,6.4,310900,287400
5266,49331,MI,kent,13.1,165800,161400
5267,7730,NJ,monmouth,6.1,379000,302200
5268,7746,NJ,monmouth,6.1,551500,455300
5269,85648,AZ,santa cruz,20.1,145300,94800
5270,37127,TN,rutherford,11.8,143900,151600
5271,60521,IL,du page,4.8,820300,695900
5272,22963,VA,fluvanna,7.0,262300,180400
5273,48827,MI,eaton,8.4,147000,115600
5274,50311,IA,polk,9.4,121900,119400
5275,8008,NJ,ocean,8.4,893500,645700
5276,11553,NY,nassau,4.7,376800,268300
5277,29657,SC,pickens,16.4,88300,90600
5278,64117,MO,jackson,15.0,115100,88600
5279,35213,AL,jefferson,15.1,427600,410000
5280,10530,NY,westchester,7.7,604000,457000
5282,35406,AL,tuscaloosa,18.6,260800,296400
5283,59401,MT,cascade,14.0,115600,133900
5284,32534,FL,escambia,15.0,119200,95800
5285,59803,MT,missoula,16.3,246900,247600
5286,22039,VA,fairfax,5.5,850200,757700
5287,8904,NJ,middlesex,6.6,383500,289900
5288,30317,GA,fulton,14.2,210500,211200
5289,33315,FL,broward,11.4,374800,208000
5290,86426,AZ,yavapai,12.6,249700,140800
5291,2141,MA,middlesex,6.9,413200,480100
5292,93013,CA,santa barbara,12.2,900700,719900
5293,44321,OH,summit,14.0,210600,178400
5294,32656,FL,clay,8.0,169100,115700
5296,60455,IL,cook,14.6,234200,146900
5297,89027,NV,clark,10.7,252800,166300
5298,75253,TX,dallas,16.9,91800,71100
5299,12118,NY,saratoga,6.9,175100,202900
5300,28711,NC,buncombe,14.0,173400,178400
5301,99669,AK,kenai peninsula,-1.0,179000,215400
5302,34714,FL,osceola,11.2,283600,148700
5303,60173,IL,cook,14.6,283200,198600
5304,80030,CO,adams,12.8,179400,169600
5305,19057,PA,bucks,5.2,215000,186800
5306,80109,CO,douglas,2.4,303300,320400
5307,31216,GA,bibb,24.2,141500,114900
5308,78620,TX,hays,13.7,245300,308100
5309,94019,CA,san mateo,6.0,840500,791300
5310,31533,GA,coffee,21.9,74600,71800
5312,63050,MO,jefferson,9.1,170400,155600
5314,33050,FL,monroe,10.5,629200,338700
5316,1776,MA,middlesex,6.9,660400,655600
5317,94503,CA,napa,8.6,615900,341600
5319,27596,NC,franklin,14.0,154100,150500
5320,60417,IL,will,5.9,209300,140800
5321,49286,MI,lenawee,10.6,146500,102100
5322,53073,WI,sheboygan,7.9,141800,132800
5323,77316,TX,montgomery,9.8,129300,162700
5325,22025,VA,prince william,5.0,454000,336900
5327,33980,FL,charlotte,9.2,198800,120900
5328,22546,VA,caroline,9.2,257600,150600
5329,93728,CA,fresno,20.0,234700,108600
5330,46228,IN,marion,15.6,139800,142000
5331,89403,NV,lyon,10.0,304000,148000
5332,74104,OK,tulsa,14.2,98400,113200
5333,75707,TX,smith,14.3,146500,149300
5334,33765,FL,pinellas,11.3,214900,123200
5335,1938,MA,essex,10.4,420500,400100
5336,78617,TX,travis,14.6,116200,120700
5337,23661,VA,hampton city,15.0,132600,116600
5338,85650,AZ,cochise,16.3,255900,190600
5339,32055,FL,columbia,13.9,94400,70400
5340,34949,FL,saint lucie,10.8,400600,209200
5342,48638,MI,saginaw,17.0,123400,96400
5343,6355,CT,new london,6.9,314600,256600
5344,87113,NM,bernalillo,14.9,236500,233400
5345,99503,AK,anchorage,-1.0,214500,255600
5346,29560,SC,florence,17.8,69500,70800
5348,29388,SC,spartanburg,13.7,90200,85000
5349,85607,AZ,cochise,16.3,69600,68800
5350,33715,FL,pinellas,11.3,457100,249900
5351,7020,NJ,bergen,5.9,525900,411200
5352,97381,OR,marion,15.2,236500,218700
5353,7031,NJ,bergen,5.9,381600,291600
5354,30360,GA,dekalb,14.4,242000,210500
5355,11788,NY,suffolk,5.3,526300,425300
5356,55008,MN,isanti,7.6,186900,137400
5357,74003,OK,washington,11.4,48300,56300
5358,35080,AL,shelby,6.9,159300,154900
5359,36619,AL,mobile,20.8,110100,91300
5360,15116,PA,allegheny,11.6,147300,161500
5361,50263,IA,dallas,5.3,175900,186200
5363,44904,OH,richland,11.9,136000,125400
5364,6831,CT,fairfield,6.7,1409100,1159400
5365,85083,AZ,maricopa,12.9,466200,312700
5366,80465,CO,jefferson,8.1,251600,259700
5367,32433,FL,walton,11.8,122200,89900
5368,95963,CA,glenn,15.8,224300,156900
5369,50316,IA,polk,9.4,83500,76800
5370,6716,CT,new haven,9.5,239200,212800
5371,98233,WA,skagit,11.9,229800,186700
5372,13815,NY,chenango,12.4,81000,84800
5373,94960,CA,marin,6.8,924900,963900
5374,29323,SC,spartanburg,13.7,93700,99400
5375,35111,AL,tuscaloosa,18.6,163400,165200
5376,19508,PA,berks,11.1,196800,164000
5377,1007,MA,hampshire,11.6,197600,243800
5378,81503,CO,mesa,12.0,160800,158300
5379,13209,NY,onondaga,12.8,97300,99000
5380,64157,MO,jackson,15.0,181400,181600
5381,34241,FL,sarasota,8.1,401000,229400
5382,11961,NY,suffolk,5.3,320400,207900
5383,48840,MI,ingham,18.1,217400,151200
5384,80023,CO,broomfield,5.6,425400,452500
5385,33559,FL,hillsborough,11.6,247500,147100
5386,48025,MI,oakland,8.6,392100,337000
5387,77318,TX,montgomery,9.8,152200,168200
5388,20905,MD,montgomery,5.1,577200,437900
5389,22151,VA,fairfax,5.5,507100,438800
5390,74146,OK,tulsa,14.2,83200,83300
5391,75244,TX,dallas,16.9,271900,322900
5392,18938,PA,bucks,5.2,590000,492800
5393,37083,TN,macon,18.6,86500,77400
5394,49319,MI,kent,13.1,135200,128200
5395,91901,CA,san diego,11.1,664200,462600
5396,81520,CO,mesa,12.0,145800,125800
5397,28164,NC,gaston,14.8,103500,97400
5398,1106,MA,hampden,16.4,374800,310400
5399,93630,CA,fresno,20.0,277500,155900
5400,93631,CA,fresno,20.0,313600,203600
5401,99037,WA,spokane,13.1,217700,199100
5402,93610,CA,madera,16.9,305900,124700
5403,15238,PA,allegheny,11.6,272400,286100
5404,53575,WI,dane,10.9,219300,218600
5405,75236,TX,dallas,16.9,112300,87400
5407,18969,PA,montgomery,5.3,261200,234700
5408,98045,WA,king,9.9,378400,329100
5409,92344,CA,san bernardino,12.1,400900,200300
5410,8107,NJ,camden,10.6,193000,142900
5412,45680,OH,lawrence,21.9,78900,80500
5413,27006,NC,davie,9.3,204200,187100
5414,27055,NC,yadkin,15.5,114900,101400
5415,11703,NY,suffolk,5.3,408400,300300
5416,35475,AL,tuscaloosa,18.6,183100,177700
5417,19363,PA,chester,5.5,259700,219200
5418,28023,NC,rowan,12.3,130400,114500
5419,21074,MD,carroll,4.7,303800,240700
5420,96766,HI,kauai,9.0,449300,351700
5422,6470,CT,fairfield,6.7,510200,384100
5423,28791,NC,henderson,10.9,187800,173600
5424,37204,TN,davidson,15.2,288900,351100
5425,77303,TX,montgomery,9.8,99900,104500
5426,7005,NJ,morris,4.1,478800,382200
5427,94965,CA,marin,6.8,976400,923400
5428,37618,TN,sullivan,15.0,122500,125100
5429,14564,NY,ontario,9.5,206700,245300
5430,45209,OH,hamilton,13.0,166500,178800
5431,77575,TX,liberty,14.4,81500,89300
5432,12308,NY,schenectady,11.1,123700,109500
5433,28584,NC,onslow,14.2,192700,174400
5434,92866,CA,orange,8.9,664000,562700
5435,1907,MA,essex,10.4,402800,391300
5436,80236,CO,denver,17.4,215100,224700
5437,68507,NE,lancaster,10.9,109900,110500
5438,45243,OH,hamilton,13.0,269600,295600
5439,11726,NY,suffolk,5.3,377700,246100
5440,15211,PA,allegheny,11.6,77300,82700
5441,78726,TX,travis,14.6,313600,362400
5443,2673,MA,barnstable,6.6,302100,230400
5444,53404,WI,racine,9.2,115700,78300
5445,8691,NJ,mercer,9.3,423400,337300
5446,77578,TX,brazoria,9.8,192900,188800
5447,75159,TX,dallas,16.9,95900,86200
5448,94920,CA,marin,6.8,1763600,2061200
5450,77029,TX,harris,16.3,71500,72500
5451,94507,CA,contra costa,8.7,1558400,1434800
5452,33957,FL,lee,10.1,830000,601800
5453,12019,NY,saratoga,6.9,256900,252800
5454,12771,NY,orange,10.5,182900,139800
5455,44875,OH,richland,11.9,102000,83900
5456,98903,WA,yakima,19.7,110300,128700
5457,13421,NY,madison,11.0,94100,99600
5458,44119,OH,cuyahoga,15.7,103800,67400
5459,60463,IL,cook,14.6,325200,232300
5460,15613,PA,westmoreland,9.5,95700,101100
5461,61866,IL,champaign,18.2,80400,70900
5462,97038,OR,clackamas,9.2,225000,199200
5463,1118,MA,hampden,16.4,169800,140900
5464,6070,CT,hartford,9.3,340600,288400
5465,92225,CA,riverside,11.7,167800,104400
5467,14527,NY,yates,15.8,92600,122100
5468,76031,TX,johnson,11.3,79800,83900
5469,91105,CA,los angeles,14.6,1048400,1012700
5470,60490,IL,will,5.9,306800,248500
5471,15243,PA,allegheny,11.6,160600,175600
5473,76643,TX,mclennan,19.1,133800,122900
5474,6413,CT,middlesex,5.2,298800,247200
5476,96749,HI,hawaii,13.1,313500,232000
5477,64057,MO,jackson,15.0,164200,131300
5478,14201,NY,erie,13.7,73200,92200
5479,95138,CA,santa clara,8.3,933600,829000
5480,92587,CA,riverside,11.7,510100,306600
5483,45223,OH,hamilton,13.0,70800,66500
5484,95954,CA,butte,17.1,266200,160500
5485,21210,MD,baltimore city,19.9,423000,328600
5487,92251,CA,imperial,21.0,288900,162100
5488,55413,MN,hennepin,10.6,234400,178400
5489,73644,OK,beckham,15.6,66400,100000
5490,95010,CA,santa cruz,10.6,692400,569200
5492,81003,CO,pueblo,17.8,85800,66200
5493,45249,OH,hamilton,13.0,284400,298500
5494,91436,CA,los angeles,14.6,1284300,1169500
5495,32011,FL,nassau,8.9,185000,151200
5496,55436,MN,hennepin,10.6,387700,376600
5497,94709,CA,alameda,11.0,800900,826700
5498,72908,AR,sebastian,16.1,109700,116400
5499,77030,TX,harris,16.3,304000,323800
5500,29568,SC,horry,14.0,175800,128300
5501,72936,AR,sebastian,16.1,97700,104700
5502,94556,CA,contra costa,8.7,1078700,1071600
5503,7481,NJ,bergen,5.9,762700,705800
5504,63069,MO,franklin,9.5,154800,143200
5505,95330,CA,san joaquin,14.2,453500,242500
5506,77713,TX,jefferson,17.1,115800,123500
5508,7940,NJ,morris,4.1,608600,492500
5509,97739,OR,deschutes,8.9,205600,138200
5510,6357,CT,new london,6.9,300100,237500
5511,16686,PA,blair,13.8,82100,96400
5512,7514,NJ,passaic,13.4,351800,198800
5513,77651,TX,jefferson,17.1,105200,116000
5514,28016,NC,gaston,14.8,88300,79200
5515,20194,VA,fairfax,5.5,579300,550500
5516,98663,WA,clark,9.5,216100,190200
5517,29631,SC,pickens,16.4,159300,152600
5519,11780,NY,suffolk,5.3,566500,419100
5520,63080,MO,franklin,9.5,95100,99400
5521,34736,FL,lake,9.0,230900,123700
5522,86336,AZ,yavapai,12.6,537900,401900
5523,84054,UT,davis,6.3,213300,236100
5524,93923,CA,monterey,12.1,1339200,1175200
5525,7733,NJ,monmouth,6.1,725400,607300
5526,72103,AR,pulaski,15.5,92600,99900
5527,6416,CT,middlesex,5.2,231900,201600
5529,40514,KY,fayette,15.9,165300,168900
5530,87015,NM,santa fe,15.0,185300,166800
5531,26105,WV,wood,16.4,86100,94200
5532,7066,NJ,union,8.0,457600,349500
5533,84025,UT,davis,6.3,247300,284400
5534,23663,VA,hampton city,15.0,131800,114100
5535,78653,TX,travis,14.6,132500,116200
5536,32951,FL,brevard,8.6,414700,275400
5537,33843,FL,polk,12.8,93300,62100
5539,14210,NY,erie,13.7,49100,62200
5540,6117,CT,hartford,9.3,351800,318400
5541,48017,MI,oakland,8.6,166300,130800
5542,14619,NY,monroe,13.3,59100,64500
5543,35115,AL,shelby,6.9,108600,106500
5545,45233,OH,hamilton,13.0,190300,171900
5546,72117,AR,pulaski,15.5,54100,56500
5547,75407,TX,collin,6.2,108300,122200
5548,19003,PA,montgomery,5.3,289900,263400
5549,25313,WV,kanawha,14.0,97300,109200
5550,34771,FL,osceola,11.2,348200,221400
5551,13215,NY,onondaga,12.8,173200,181800
5552,84111,UT,salt lake,9.0,146400,212400
5553,19806,DE,new castle,10.1,308800,252300
5554,92010,CA,san diego,11.1,585100,558300
5555,10470,NY,bronx,27.1,411500,349200
5556,20186,VA,fauquier,5.7,425700,302800
5557,19036,PA,delaware,9.7,142900,115600
5558,75103,TX,van zandt,14.3,102200,105500
5559,72921,AR,crawford,18.4,111900,122900
5560,28516,NC,carteret,10.7,190700,159300
5561,3064,NH,hillsborough,7.0,245800,217900
5562,81416,CO,delta,12.1,154000,139400
5563,1864,MA,middlesex,6.9,433900,417400
5564,62034,IL,madison,11.3,173700,169600
5565,18643,PA,luzerne,11.7,96000,96900
5566,6461,CT,new haven,9.5,360900,263000
5567,22044,VA,fairfax,5.5,453800,403100
5569,1095,MA,hampden,16.4,303200,261700
5570,11426,NY,queens,12.2,508700,467200
5571,14301,NY,niagara,11.9,42400,43100
5572,97218,OR,multnomah,15.0,223000,249000
5573,78739,TX,travis,14.6,298900,351200
5574,53717,WI,dane,10.9,266200,256000
5575,1331,MA,worcester,9.5,172200,132200
5576,1835,MA,essex,10.4,294800,242800
5577,36541,AL,mobile,20.8,99400,80900
5579,16503,PA,erie,14.4,44900,37000
5580,21620,MD,kent,12.7,271600,181000
5581,92845,CA,orange,8.9,637900,506700
5582,15061,PA,beaver,9.9,118300,116300
5583,15209,PA,allegheny,11.6,112800,122800
5584,96161,CA,nevada,8.8,622600,445800
5585,19056,PA,bucks,5.2,264800,233600
5586,21076,MD,anne arundel,5.0,386200,341500
5587,22603,VA,frederick,6.6,327000,207900
5588,60433,IL,will,5.9,125100,82000
5589,23093,VA,louisa,9.7,202900,163700
5590,2746,MA,bristol,9.3,237300,161700
5591,53718,WI,dane,10.9,197300,185300
5592,7446,NJ,bergen,5.9,585800,472200
5593,44141,OH,cuyahoga,15.7,237500,218500
5594,30656,GA,walton,12.2,130200,101000
5595,19518,PA,berks,11.1,258400,217300
5596,72227,AR,pulaski,15.5,177300,174000
5598,91204,CA,los angeles,14.6,500100,396400
5599,95066,CA,santa cruz,10.6,737100,645300
5600,85396,AZ,maricopa,12.9,354100,215800
5601,11953,NY,suffolk,5.3,331400,224200
5602,81601,CO,garfield,7.8,372300,329500
5603,19096,PA,montgomery,5.3,447900,445600
5604,97386,OR,linn,13.8,131600,119500
5605,27525,NC,franklin,14.0,116300,114900
5606,1850,MA,middlesex,6.9,232300,169600
5607,15215,PA,allegheny,11.6,149900,172900
5608,32653,FL,alachua,22.8,205000,145800
5609,33498,FL,palm beach,10.2,528400,341900
5610,48301,MI,oakland,8.6,476800,376200
5612,78738,TX,travis,14.6,407400,450600
5613,30011,GA,barrow,11.2,138600,104900
5614,37777,TN,blount,12.0,170600,174000
5615,6519,CT,new haven,9.5,123700,116400
5616,36567,AL,baldwin,10.3,149200,109100
5617,96743,HI,hawaii,13.1,659700,496500
5618,48189,MI,washtenaw,12.7,218100,173200
5619,11963,NY,suffolk,5.3,878600,801400
5620,2631,MA,barnstable,6.6,429300,374600
5621,15066,PA,beaver,9.9,87500,79800
5622,23838,VA,chesterfield,5.8,298800,259100
5623,84005,UT,utah,11.4,175700,204600
5624,60191,IL,du page,4.8,290700,188400
5625,97141,OR,tillamook,13.8,186300,168400
5626,55130,MN,ramsey,13.5,181800,115900
5627,7059,NJ,somerset,3.3,780600,648400
5628,2090,MA,norfolk,6.4,571800,620600
5629,12538,NY,dutchess,8.7,281200,182300
5630,8070,NJ,salem,10.2,179800,132300
5631,99218,WA,spokane,13.1,208100,186700
5632,97365,OR,lincoln,15.7,242000,186100
5633,28021,NC,gaston,14.8,90900,89400
5634,38139,TN,shelby,20.1,340400,341200
5635,33167,FL,miami-dade,15.3,204400,107400
5636,84737,UT,washington,8.9,246100,182600
5637,60526,IL,cook,14.6,348300,275600
5638,14843,NY,steuben,15.0,52800,60100
5639,37406,TN,hamilton,13.5,62500,65800
5641,17517,PA,lancaster,8.6,194600,178100
5642,35180,AL,jefferson,15.1,100700,117200
5643,93263,CA,kern,18.1,210300,125400
5645,48130,MI,washtenaw,12.7,288600,255000
5646,6084,CT,tolland,6.3,280000,245800
5647,99611,AK,kenai peninsula,-1.0,167200,199700
5648,43125,OH,franklin,16.2,138300,112200
5649,74110,OK,tulsa,14.2,46800,41500
5651,95451,CA,lake,16.4,296300,166500
5652,46107,IN,marion,15.6,97200,84300
5653,94505,CA,contra costa,8.7,719200,451000
5654,12701,NY,sullivan,14.2,150100,72300
5655,10606,NY,westchester,7.7,555900,416200
5656,77801,TX,brazos,26.2,77400,94300
5657,62206,IL,saint clair,15.8,60900,40100
5658,6795,CT,litchfield,5.4,297700,230500
5659,8736,NJ,monmouth,6.1,559300,442500
5661,1730,MA,middlesex,6.9,547300,562100
5662,40208,KY,jefferson,14.6,57900,66600
5663,60555,IL,du page,4.8,234500,166900
5664,72207,AR,pulaski,15.5,201600,241500
5666,98321,WA,pierce,11.1,315600,243000
5667,87104,NM,bernalillo,14.9,187300,196600
5668,13066,NY,onondaga,12.8,178700,183700
5669,14613,NY,monroe,13.3,51000,51300
5670,8251,NJ,cape may,8.9,204100,138900
5671,15668,PA,westmoreland,9.5,187700,201000
5672,62294,IL,madison,11.3,167400,167700
5674,33403,FL,palm beach,10.2,256600,127700
5675,45506,OH,clark,15.5,68400,50300
5676,55376,MN,wright,5.0,258300,204600
5677,93221,CA,tulare,23.2,246600,168500
5678,20187,VA,fauquier,5.7,466500,364500
5679,1527,MA,worcester,9.5,255700,228400
5680,10965,NY,rockland,8.8,493900,417600
5681,23150,VA,henrico,8.5,169000,150800
5682,18964,PA,montgomery,5.3,282100,253800
5683,98070,WA,king,9.9,484800,420000
5684,78645,TX,travis,14.6,161200,193400
5685,48381,MI,oakland,8.6,264500,225400
5686,28638,NC,caldwell,13.6,102400,96000
5687,10601,NY,westchester,7.7,341600,306700
5688,37090,TN,wilson,7.2,158500,170600
5689,11949,NY,suffolk,5.3,466200,349500
5690,95673,CA,sacramento,12.2,325300,187800
5691,29369,SC,spartanburg,13.7,144800,135800
5692,34950,FL,saint lucie,10.8,128400,43000
5694,33859,FL,polk,12.8,201900,122700
5695,55398,MN,sherburne,5.0,215200,163000
5697,6096,CT,hartford,9.3,206200,159600
5698,44718,OH,stark,10.9,199400,185600
5699,8244,NJ,atlantic,11.9,300800,172300
5700,70814,LA,east baton rouge,18.1,116400,123400
5701,15057,PA,washington,9.6,135800,144900
5702,13207,NY,onondaga,12.8,67700,71000
5703,93247,CA,tulare,23.2,182300,118900
5704,97205,OR,multnomah,15.0,438300,390600
5705,52003,IA,dubuque,8.8,148300,163800
5706,7663,NJ,bergen,5.9,424900,334300
5707,1520,MA,worcester,9.5,295600,246100
5709,76008,TX,parker,8.6,225900,245400
5710,85653,AZ,pima,14.9,227500,144400
5711,2420,MA,middlesex,6.9,653600,726800
5712,99114,WA,stevens,16.5,146700,149600
5713,37188,TN,robertson,11.6,149300,154100
5714,48118,MI,washtenaw,12.7,239000,197800
5715,63025,MO,saint louis,23.0,233900,209800
5716,34479,FL,marion,13.0,146800,77100
5718,33413,FL,palm beach,10.2,343100,174900
5719,45213,OH,hamilton,13.0,124900,126300
5720,22181,VA,fairfax,5.5,690200,701000
5721,27358,NC,guilford,15.5,254400,231100
5722,8215,NJ,atlantic,11.9,234900,145400
5724,2748,MA,bristol,9.3,391900,318300
5726,6418,CT,new haven,9.5,234100,165900
5727,85128,AZ,pinal,12.5,158500,80300
5729,97138,OR,clatsop,13.6,299100,231700
5730,97024,OR,multnomah,15.0,254600,215800
5731,12528,NY,ulster,11.2,251600,200900
5732,18444,PA,lackawanna,12.6,183300,176400
5733,32569,FL,okaloosa,9.4,210000,144000
5734,45415,OH,montgomery,14.8,132300,95900
5735,43558,OH,fulton,8.1,152400,123500
5736,94707,CA,alameda,11.0,965100,993800
5737,55107,MN,ramsey,13.5,189700,142600
5738,99016,WA,spokane,13.1,210800,186700
5739,34488,FL,marion,13.0,156000,97700
5740,95030,CA,santa clara,8.3,1735200,1915200
5741,48855,MI,livingston,5.5,220700,169000
5742,29860,SC,aiken,15.4,144000,131200
5743,15003,PA,beaver,9.9,66500,68800
5744,2771,MA,bristol,9.3,325200,275800
5745,45885,OH,auglaize,7.2,101200,94000
5747,8069,NJ,salem,10.2,143200,100000
5748,12095,NY,fulton,15.9,83500,86100
5749,28748,NC,buncombe,14.0,193100,184900
5750,32615,FL,alachua,22.8,201400,137700
5751,2540,MA,barnstable,6.6,575800,480700
5752,98660,WA,clark,9.5,201400,187100
5753,37218,TN,davidson,15.2,112500,100200
5754,2903,RI,providence,15.4,265400,159500
5755,34217,FL,manatee,10.6,600600,384200
5756,18509,PA,lackawanna,12.6,104300,107400
5757,29626,SC,anderson,13.8,90200,82500
5758,43205,OH,franklin,16.2,75100,50600
5759,6706,CT,new haven,9.5,150800,105400
5760,85757,AZ,pima,14.9,222300,135500
5761,1748,MA,middlesex,6.9,519700,497900
5762,2045,MA,plymouth,6.5,351800,325900
5763,3106,NH,merrimack,8.1,262200,199400
5764,11738,NY,suffolk,5.3,386600,291900
5765,35120,AL,saint clair,11.6,157600,149700
5766,95453,CA,lake,16.4,288900,175500
5767,14810,NY,steuben,15.0,77700,92500
5768,85266,AZ,maricopa,12.9,839900,636600
5769,89423,NV,douglas,7.7,439700,277900
5770,37404,TN,hamilton,13.5,64800,66900
5771,79119,TX,potter,25.3,211700,213200
5773,97056,OR,columbia,8.8,241200,209600
5774,94904,CA,marin,6.8,1262900,1339300
5775,63134,MO,saint louis,23.0,78500,53900
5776,32968,FL,indian river,9.7,300100,178300
5777,44667,OH,wayne,8.8,116600,115500
5779,28604,NC,watauga,18.6,215300,174300
5780,44260,OH,portage,10.8,144200,123500
5781,74604,OK,kay,18.1,108200,118300
5782,20650,MD,saint marys,7.7,398100,317100
5783,37341,TN,hamilton,13.5,133600,134000
5785,32669,FL,alachua,22.8,204900,151400
5787,46113,IN,marion,15.6,128800,133700
5788,76266,TX,denton,7.1,114700,128100
5789,29920,SC,beaufort,10.4,422500,305500
5790,6477,CT,new haven,9.5,428100,337800
5791,60064,IL,lake,6.3,140200,73900
5792,10520,NY,westchester,7.7,565800,469300
5793,44117,OH,cuyahoga,15.7,118400,71700
5794,60457,IL,cook,14.6,261700,181200
5795,62629,IL,sangamon,12.8,172500,195700
5796,72714,AR,benton,11.3,146100,131700
5797,75791,TX,smith,14.3,127300,128600
5799,34669,FL,pasco,11.9,204500,111500
5802,16428,PA,erie,14.4,121800,126400
5803,73108,OK,oklahoma,15.9,37900,43900
5804,2120,MA,suffolk,19.3,314400,333200
5805,7828,NJ,morris,4.1,366800,270000
5806,33527,FL,hillsborough,11.6,247800,186000
5807,1105,MA,hampden,16.4,95100,82000
5808,32254,FL,duval,12.4,84500,44600
5809,55444,MN,hennepin,10.6,223900,170300
5810,60026,IL,cook,14.6,653600,523700
5811,37073,TN,robertson,11.6,131900,139900
5812,98390,WA,pierce,11.1,273200,220100
5813,33545,FL,pasco,11.9,252800,142700
5814,1746,MA,middlesex,6.9,385700,379400
5815,34731,FL,lake,9.0,178700,123700
5816,80908,CO,el paso,10.0,374300,371800
5817,91203,CA,los angeles,14.6,479200,369800
5818,2645,MA,barnstable,6.6,387600,332100
5819,44721,OH,stark,10.9,149500,136200
5820,48609,MI,saginaw,17.0,118400,104900
5821,15207,PA,allegheny,11.6,63700,68600
5822,19473,PA,montgomery,5.3,301500,269000
5823,30650,GA,morgan,13.0,200400,172000
5824,22026,VA,prince william,5.0,364900,237000
5825,84014,UT,davis,6.3,226900,259900
5826,10941,NY,orange,10.5,301900,216700
5827,6098,CT,litchfield,5.4,187800,156800
5828,21128,MD,baltimore,19.9,335200,273700
