prev_word_1,next_word_1,prev_word_2,next_word_2,sent_num,cap,word,tag,adj_count,adv_count,v_count,n_count,pre,suf,prev_tag
if,countries,that,shipped,363,True,Communist,NN,1,0,0,2,,,
Communist,shipped,if,any,363,False,countries,NN,0,0,0,5,,,
countries,any,Communist,further,363,False,shipped,VB,0,0,5,0,,ed,
any,arms,shipped,to,363,False,further,JJ,1,8,2,0,,er,
further,to,any,Cuba,363,False,arms,NN,0,0,2,8,,,
to,that,arms,it,363,True,Cuba,NP,0,0,0,2,,,
be,.,not,,363,False,tolerated,VB,0,0,4,0,,ed,
the,fiasco,Until,and,364,True,Cuban,NP,1,0,0,1,,,
Cuban,and,the,the,364,False,fiasco,NN,0,0,0,1,,,
the,military,and,victories,364,True,Communist,NN,1,0,0,2,,,
Communist,victories,the,in,364,False,military,JJ,3,0,0,1,,,
military,in,Communist,Laos,364,False,victories,NN,0,0,0,1,,,
in,",",victories,almost,364,True,Laos,NP,0,0,0,3,,,
",",any,Laos,observer,364,False,almost,RB,0,1,0,0,,,
any,would,almost,have,364,False,observer,NN,0,0,0,2,,er,
have,that,would,President,364,False,said,VB,1,0,11,0,,,
that,Kennedy,said,had,364,True,President,NN,0,0,0,6,,,
President,had,that,blended,364,True,Kennedy,NP,0,0,0,2,,,
had,a,Kennedy,program,364,False,blended,VB,1,0,3,0,,ed,
a,that,blended,respected,364,False,program,NN,0,0,2,8,,,
that,",",program,generally,364,False,respected,VB,1,0,2,0,,ed,
",",",",respected,the,364,False,generally,RB,0,3,0,0,,ly,
the,voiced,",",both,364,False,opinions,NN,0,0,0,6,,,
opinions,both,the,by,364,False,voiced,VB,1,0,2,0,,ed,
by,Nixon,both,and,364,True,Mr.,NP,0,0,0,1,,,
Mr.,and,by,the,364,True,Nixon,NP,0,0,0,1,,,
the,.,and,,364,False,professors,NN,0,0,0,1,,,
,plans,,revamped,365,True,Aid,NN,0,0,2,4,,,
Aid,revamped,,,365,False,plans,NN,0,0,4,3,,,
plans,,Aid,,365,False,revamped,VB,0,0,2,0,,ed,
Very,in,,his,366,False,early,RB,6,3,0,0,,ly,
his,he,in,informed,366,False,administration,NN,0,0,0,6,,ion,
he,the,administration,Kremlin,366,False,informed,VB,1,0,3,0,in,ed,
the,through,informed,diplomatic,366,True,Kremlin,NP,0,0,0,2,,,
through,channels,Kremlin,",",366,False,diplomatic,JJ,2,0,0,0,,,
diplomatic,",",through,a,366,False,channels,NN,0,0,3,9,,,
a,official,",",source,366,False,high,JJ,7,4,0,7,,,
high,source,a,disclosed,366,False,official,JJ,5,0,0,2,,,
official,disclosed,high,",",366,False,source,NN,0,0,2,9,,e,
source,",",official,that,366,False,disclosed,VB,1,0,2,0,,ed,
the,administration,that,would,366,False,new,JJ,11,1,0,0,,,
new,would,the,react,366,False,administration,NN,0,0,0,6,,ion,
would,even,administration,tougher,366,False,react,VB,0,0,3,0,,,
even,than,react,the,366,False,tougher,RB,9,0,0,0,,er,
the,administration,than,would,366,True,Eisenhower,NP,0,0,0,1,,er,
Eisenhower,would,the,during,366,False,administration,NN,0,0,0,6,,ion,
the,period,during,of,366,False,formative,JJ,2,0,0,1,,e,
formative,of,the,the,366,False,period,NN,0,0,0,7,,,
the,.,of,,366,False,administration,NN,0,0,0,6,,ion,
,efforts,,were,367,True,Strenuous,JJ,2,0,0,0,,,
Strenuous,were,,made,367,False,efforts,NN,0,0,0,4,,,
were,to,efforts,remove,367,False,made,VB,3,0,49,0,,e,
to,pin,made,pricking,367,False,remove,VB,0,0,8,1,,e,
remove,pricking,to,from,367,False,pin,NN,0,0,4,11,,,
pin,from,remove,administration,367,False,pricking,VB,0,0,7,1,,ing,
from,statements,pricking,.,367,False,administration,NN,0,0,0,6,,ion,
administration,.,from,,367,False,statements,NN,0,0,0,7,,,
,on,,nuclear,368,True,Policies,NN,0,0,0,3,,,
on,test,Policies,ban,368,False,nuclear,JJ,4,0,0,0,,,
nuclear,ban,on,negotiations,368,False,test,NN,0,0,7,6,,est,
test,negotiations,nuclear,were,368,False,ban,NN,0,0,4,5,,,
ban,were,test,reviewed,368,False,negotiations,NN,0,0,0,2,,,
were,and,negotiations,changed,368,False,reviewed,VB,0,0,5,0,,ed,
and,.,reviewed,,368,False,changed,VB,3,0,10,0,,ed,
thus,there,But,has,369,False,far,RB,4,5,0,1,,,
no,in,been,kind,369,False,response,NN,0,0,0,7,,e,
in,.,response,,369,False,kind,NN,3,0,0,1,,,
,aid,,programs,370,True,Foreign,JJ,4,0,0,0,,,
Foreign,programs,,were,370,False,aid,NN,0,0,2,4,,,
aid,were,Foreign,revamped,370,False,programs,NN,0,0,2,8,,,
were,to,programs,give,370,False,revamped,VB,0,0,2,0,,ed,
to,greater,revamped,emphasis,370,False,give,VB,0,0,44,1,,e,
give,emphasis,to,to,370,False,greater,JJ,7,0,0,0,,er,
greater,to,give,economic,370,False,emphasis,NN,0,0,0,4,,,
to,aid,emphasis,and,370,False,economic,JJ,5,0,0,0,,,
economic,and,to,to,370,False,aid,NN,0,0,2,4,,,
to,political,and,reform,370,False,encourage,VB,0,0,3,0,,e,
encourage,reform,to,in,370,False,political,JJ,3,0,0,0,,,
political,in,encourage,recipient,370,False,reform,NN,0,0,6,3,,,
in,nations,reform,.,370,False,recipient,NN,0,0,0,2,,,
recipient,.,in,,370,False,nations,NN,0,0,0,4,,,
In,",",,the,371,True,Laos,NP,0,0,0,3,,,
the,looked,",",at,371,False,administration,NN,0,0,0,6,,ion,
administration,at,the,the,371,False,looked,VB,0,0,10,0,,ed,
the,administration,at,efforts,371,True,Eisenhower,NP,0,0,0,1,,er,
Eisenhower,efforts,the,to,371,False,administration,NN,0,0,0,6,,ion,
administration,to,Eisenhower,show,371,False,efforts,NN,0,0,0,4,,,
to,determination,efforts,by,371,False,show,VB,0,0,12,4,,,
show,by,to,sailing,371,False,determination,NN,0,0,0,5,,ion,
by,a,determination,naval,371,False,sailing,VB,0,0,4,4,,ing,
a,fleet,sailing,into,371,False,naval,JJ,1,0,0,0,,,
naval,into,a,Southeast,371,False,fleet,NN,1,0,2,4,,,
into,Asian,fleet,waters,371,True,Southeast,JJ,2,1,0,4,,,
Southeast,waters,into,as,371,True,Asian,JJ,1,0,0,1,,,
Asian,as,Southeast,a,371,False,waters,NN,0,0,4,8,,,
a,gesture,as,.,371,False,useless,JJ,1,0,0,0,,,
useless,.,a,,371,False,gesture,NN,0,0,1,3,,e,
,and,,again,372,True,Again,RB,0,1,0,0,,,
and,it,Again,asked,372,False,again,RB,0,1,0,0,,,
it,the,again,Communists,372,False,asked,VB,0,0,7,0,,ed,
the,to,asked,``,372,True,Communists,NN,0,0,0,2,,,
``,'',to,the,372,False,freeze,VB,0,0,10,4,,e,
the,situation,'',in,372,False,military,JJ,3,0,0,1,,,
military,in,the,Laos,372,False,situation,NN,0,0,0,5,,ion,
in,.,situation,,372,True,Laos,NP,0,0,0,3,,,
the,aided,But,the,373,True,Communists,NN,0,0,0,2,,,
Communists,the,the,Pathet,373,False,aided,VB,1,0,2,0,,ed,
the,Lao,aided,at,373,True,Pathet,NP,0,0,0,0,,,
Pathet,at,the,an,373,True,Lao,NP,1,0,0,2,,,
even,rate,an,.,373,False,faster,JJ,10,1,0,0,,er,
faster,.,even,,373,False,rate,NN,0,0,3,4,,e,
several,went,after,into,374,False,correspondents,NN,0,0,0,2,,,
correspondents,into,several,Pathet,374,False,went,VB,0,0,30,0,,,
into,Lao,went,territory,374,True,Pathet,NP,0,0,0,0,,,
Pathet,territory,into,and,374,True,Lao,NP,1,0,0,2,,,
Lao,and,Pathet,exposed,374,False,territory,NN,0,0,0,3,,,
and,the,territory,huge,374,False,exposed,VB,2,0,9,0,,ed,
the,build-up,exposed,",",374,False,huge,JJ,1,0,0,0,,e,
huge,",",the,administration,374,False,build-up,NN,0,0,0,0,,,
",",spokesmen,build-up,acclaimed,374,False,administration,NN,0,0,0,6,,ion,
administration,acclaimed,",",them,374,False,spokesmen,NN,0,0,0,1,,,
spokesmen,them,administration,for,374,False,acclaimed,VB,0,0,2,0,,ed,
for,a,them,``,374,False,performing,VB,0,0,4,1,,ing,
``,service,a,'',374,False,great,JJ,6,0,0,1,,,
great,'',``,and,374,False,service,NN,0,0,3,15,,e,
and,the,'',matter,374,False,laid,VB,1,0,5,0,,,
the,before,laid,the,374,False,matter,NN,0,0,1,6,,er,
the,Asia,before,Treaty,374,True,Southeast,JJ,2,1,0,4,,,
Southeast,Treaty,the,Organization,374,True,Asia,NP,0,0,0,2,,,
Asia,Organization,Southeast,.,374,True,Treaty,NN,0,0,0,1,,,
Treaty,.,Asia,,374,True,Organization,NN,0,0,0,7,,ion,
,was,,steamed,375,True,SEATO,NN,0,0,0,0,,,
was,up,SEATO,and,375,False,steamed,VB,2,0,6,0,,ed,
and,contingency,up,plans,375,False,prepared,VB,3,0,8,0,,ed,
prepared,plans,and,for,375,False,contingency,NN,0,0,0,2,,,
contingency,for,prepared,coping,375,False,plans,NN,0,0,4,3,,,
for,with,plans,the,375,False,coping,VB,0,0,3,1,,ing,
the,losses,with,in,375,False,military,JJ,3,0,0,1,,,
military,in,the,Laos,375,False,losses,NN,0,0,0,9,,,
in,.,losses,,375,True,Laos,NP,0,0,0,3,,,
the,never,But,gave,376,True,Communists,NN,0,0,0,2,,,
Communists,gave,the,sufficient,376,False,never,RB,0,2,0,0,,er,
never,sufficient,Communists,provocation,376,False,gave,VB,0,0,44,0,,e,
gave,provocation,never,at,376,False,sufficient,JJ,1,0,0,0,,,
sufficient,at,gave,any,376,False,provocation,NN,0,0,0,3,,ion,
one,for,any,the,376,False,time,NN,0,0,5,10,,e,
the,States,for,to,376,True,United,VB,2,0,6,0,un,ed,
United,to,the,want,376,True,States,NN,0,0,3,8,,,
to,to,States,risk,376,False,want,VB,0,0,5,4,,ant,
to,a,want,limited,376,False,risk,VB,0,0,2,4,,,
a,or,risk,an,376,False,limited,VB,7,0,3,1,,ed,
an,war,or,over,376,False,all-out,JJ,1,0,0,0,,,
all-out,over,an,Laos,376,False,war,NN,0,0,1,4,,,
over,.,war,,376,True,Laos,NP,0,0,0,3,,,
Some,nations,(,disagreed,377,True,SEATO,NN,0,0,0,0,,,
SEATO,disagreed,Some,",",377,False,nations,NN,0,0,0,4,,,
nations,",",SEATO,however,377,False,disagreed,VB,0,0,2,0,,ed,
the,complication,was,that,379,False,further,JJ,1,8,2,0,,er,
further,that,the,the,379,False,complication,NN,0,0,0,5,,ion,
the,had,that,very,379,False,administration,NN,0,0,0,6,,ion,
very,concluded,had,that,379,False,early,RB,6,3,0,0,,ly,
early,that,very,Laos,379,False,concluded,VB,1,0,5,0,,ed,
that,was,concluded,ill,379,True,Laos,NP,0,0,0,3,,,
ill,to,was,be,379,False,suited,VB,2,0,4,0,,ed,
an,",",be,unlike,379,False,ally,NN,0,0,1,2,,ly,
more,neighbors,its,",",379,False,determined,VB,5,0,8,0,,ed,
determined,",",more,Thailand,379,False,neighbors,NN,0,0,2,2,,,
",",and,neighbors,South,379,True,Thailand,NP,0,0,0,1,,,
and,Viet,Thailand,Nam,379,True,South,JJ,1,1,0,5,,,
South,Nam,and,.,379,True,Viet,NP,0,0,0,0,,,
Viet,.,South,,379,True,Nam,NP,0,0,0,0,,,
The,declared,,itself,380,False,administration,NN,0,0,0,6,,ion,
administration,itself,The,in,380,False,declared,VB,2,0,8,0,,ed,
in,of,itself,a,380,False,favor,NN,0,0,4,5,,,
a,Laos,of,.,380,False,neutralized,VB,1,0,6,0,,ed,
neutralized,.,a,,380,True,Laos,NP,0,0,0,3,,,
The,government,,",",381,False,pro-Western,JJ,0,0,0,0,,,
pro-Western,",",The,which,381,False,government,NN,0,0,0,4,,,
the,States,which,had,381,True,United,VB,2,0,6,0,un,ed,
United,had,the,helped,381,True,States,NN,0,0,3,8,,,
had,in,States,a,381,False,helped,VB,0,0,8,0,,ed,
a,against,in,the,381,False,revolt,NN,0,0,3,1,,,
the,Phouma,against,``,381,True,Souvanna,NP,0,0,0,0,,,
Souvanna,``,the,neutralist,381,True,Phouma,NP,0,0,0,0,,,
``,'',Phouma,government,381,False,neutralist,NN,0,0,0,1,,,
'',",",neutralist,never,381,False,government,NN,0,0,0,4,,,
",",did,government,appear,381,False,never,RB,0,2,0,0,,er,
did,to,never,spark,381,False,appear,VB,0,0,7,0,,,
to,much,appear,fighting,381,False,spark,VB,0,0,2,6,,,
much,spirit,spark,in,381,False,fighting,VB,1,0,4,1,,ing,
fighting,in,much,the,381,False,spirit,NN,0,0,1,8,,,
the,Lao,in,Army,381,True,Royal,JJ,5,0,0,2,,,
Royal,Army,the,.,381,True,Lao,NP,1,0,0,2,,,
Lao,.,Royal,,381,True,Army,NN,0,0,0,3,,,
There,was,,not,382,False,certainly,RB,0,1,0,0,,ly,
more,displayed,any,after,382,False,energy,NN,0,0,0,7,,,
energy,after,more,it,382,False,displayed,VB,0,0,2,0,,ed,
was,the,it,United,382,False,clear,JJ,17,2,24,2,,,
the,States,clear,would,382,True,United,VB,2,0,6,0,un,ed,
United,would,the,not,382,True,States,NN,0,0,3,8,,,
not,the,would,pro-Western,382,False,back,VB,3,6,10,9,,,
the,government,back,to,382,False,pro-Western,JJ,0,0,0,0,,,
pro-Western,to,the,the,382,False,government,NN,0,0,0,4,,,
the,.,to,,382,False,hilt,NN,0,0,0,1,,,
the,ever,If,had,383,False,administration,NN,0,0,0,6,,ion,
administration,had,the,any,383,False,ever,RB,0,3,0,0,,er,
any,that,had,it,383,False,ideas,NN,0,0,0,5,,,
could,an,it,acceptable,383,False,find,VB,0,0,16,2,,,
an,alternative,find,to,383,False,acceptable,JJ,4,0,0,0,,e,
acceptable,to,an,Prince,383,False,alternative,NN,3,0,0,1,,e,
to,Souvanna,alternative,Phouma,383,True,Prince,NN,0,0,0,1,,e,
Prince,Phouma,to,",",383,True,Souvanna,NP,0,0,0,0,,,
Souvanna,",",Prince,whom,383,True,Phouma,NP,0,0,0,0,,,
it,was,whom,too,383,False,felt,VB,0,0,16,1,,,
too,of,was,Communists,383,False,trusting,JJ,1,0,6,0,,ing,
of,",",trusting,it,383,True,Communists,NN,0,0,0,2,,,
it,had,",",to,383,False,gradually,RB,0,1,0,0,,ly,
to,them,had,.,383,False,relinquish,VB,0,0,4,0,,,
One,was,,the,384,False,factor,NN,0,0,3,7,,,
the,of,was,Senator,384,False,statement,NN,0,0,0,7,,,
of,J.,statement,W.,384,True,Senator,NN,0,0,0,1,,,
Senator,W.,of,Fulbright,384,True,J.,NP,0,0,0,0,,,
J.,Fulbright,Senator,(,384,True,W.,NP,0,0,0,0,,,
W.,(,J.,D,384,True,Fulbright,NP,0,0,0,1,,,
(,),Fulbright,of,384,True,D,NP,1,0,0,3,,,
of,",",),chairman,384,True,Arkansas,NP,0,0,0,2,,,
",",of,Arkansas,the,384,False,chairman,NN,0,0,1,1,,,
the,Foreign,of,Relations,384,True,Senate,NN,0,0,0,2,,e,
Senate,Relations,the,Committee,384,True,Foreign,JJ,4,0,0,0,,,
Foreign,Committee,Senate,.,384,True,Relations,NN,0,0,0,7,,,
Relations,.,Foreign,,384,True,Committee,NN,0,0,0,2,,e,
He,on,,March,385,False,declared,VB,2,0,8,0,,ed,
on,25,declared,that,385,True,March,NP,0,0,7,7,,,
the,States,that,had,385,True,United,VB,2,0,6,0,un,ed,
United,had,the,erred,385,True,States,NN,0,0,3,8,,,
had,a,States,year,385,False,erred,VB,0,0,2,0,,ed,
a,and,erred,a,385,False,year,NN,0,0,0,4,,,
half,by,a,``,385,False,ago,RB,1,1,0,0,,,
``,the,by,removal,385,False,encouraging,VB,2,0,3,0,,ing,
the,'',encouraging,of,385,False,removal,NN,0,0,0,2,,,
of,Souvanna,'',.,385,True,Prince,NN,0,0,0,1,,e,
Prince,.,of,,385,True,Souvanna,NP,0,0,0,0,,,
,,,,386,True,Washington,NP,0,0,0,5,,,
The,House,,is,387,True,White,JJ,12,0,1,12,,e,
White,is,The,taking,387,True,House,NN,0,0,2,12,,e,
is,extraordinary,House,steps,387,False,taking,VB,1,0,42,1,,ing,
taking,steps,is,to,387,False,extraordinary,JJ,3,0,0,0,,,
extraordinary,to,taking,check,387,False,steps,NN,0,0,10,13,,,
to,the,steps,rapid,387,False,check,VB,0,0,25,13,,,
the,growth,check,of,387,False,rapid,JJ,2,0,0,1,,,
rapid,of,the,juvenile,387,False,growth,NN,0,0,0,7,,,
of,delinquency,growth,in,387,False,juvenile,JJ,2,0,0,1,,e,
juvenile,in,of,the,387,False,delinquency,NN,0,0,0,3,,,
the,States,in,.,387,True,United,VB,2,0,6,0,un,ed,
United,.,the,,387,True,States,NN,0,0,3,8,,,
The,is,,deeply,388,True,President,NN,0,0,0,6,,,
deeply,over,is,this,388,False,concerned,VB,3,0,2,0,,ed,
this,and,over,its,388,False,problem,NN,0,0,0,3,,,
its,upon,and,the,388,False,effect,NN,0,0,2,6,,,
``,of,the,the,388,False,vitality,NN,0,0,0,4,,,
the,'',of,.,388,False,nation,NN,0,0,0,4,,ion,
an,assertion,In,of,389,False,important,JJ,5,0,0,0,,ant,
important,of,an,national,389,False,assertion,NN,0,0,0,2,,ion,
of,leadership,assertion,in,389,False,national,JJ,7,0,0,1,,,
national,in,of,this,389,False,leadership,NN,0,0,0,4,,,
this,",",in,he,389,False,field,NN,0,0,4,17,,,
has,an,he,executive,389,False,issued,VB,0,0,5,0,,ed,
an,order,issued,establishing,389,False,executive,NN,1,0,0,3,,e,
executive,establishing,an,the,389,False,order,NN,0,0,9,15,,er,
order,the,executive,President's,389,False,establishing,VB,0,0,8,0,,ing,
the,committee,establishing,on,389,True,President's,NN,0,0,0,0,,,
President's,on,the,Juvenile,389,False,committee,NN,0,0,0,2,,e,
on,Delinquency,committee,and,389,True,Juvenile,JJ,2,0,0,1,,e,
Juvenile,and,on,Crime,389,True,Delinquency,NN,0,0,0,3,,,
and,",",Delinquency,to,389,True,Crime,NN,0,0,0,2,,e,
be,and,to,assisted,389,False,supported,VB,2,0,11,0,,ed,
and,by,supported,a,389,False,assisted,VB,1,0,3,0,,ed,
a,Advisory,by,Council,389,True,Citizens,NN,0,0,0,1,,,
Citizens,Council,a,of,389,True,Advisory,JJ,1,0,0,1,,,
Advisory,of,Citizens,recognized,389,True,Council,NN,0,0,0,3,,,
of,authorities,Council,on,389,False,recognized,VB,2,0,9,0,,ed,
recognized,on,of,juvenile,389,False,authorities,NN,0,0,0,8,,,
on,problems,authorities,.,389,False,juvenile,JJ,2,0,0,1,,e,
juvenile,.,on,,389,False,problems,NN,0,0,0,3,,,
The,asks,,the,390,True,President,NN,0,0,0,6,,,
President,the,The,support,390,False,asks,VB,0,0,7,0,,,
the,and,asks,cooperation,390,False,support,NN,0,0,11,11,,,
and,of,support,Congress,390,False,cooperation,NN,0,0,0,2,,ion,
of,in,cooperation,his,390,True,Congress,NP,0,0,0,4,,,
his,through,in,the,390,False,efforts,NN,0,0,0,4,,,
the,of,through,legislation,390,False,enactment,NN,0,0,0,3,,,
of,to,enactment,provide,390,False,legislation,NN,0,0,0,2,,ion,
to,federal,legislation,grants,390,False,provide,VB,0,0,7,0,,e,
provide,grants,to,to,390,False,federal,JJ,4,0,0,2,,,
federal,to,provide,states,390,False,grants,NN,0,0,7,8,,,
to,for,grants,specified,390,False,states,NN,0,0,3,8,,,
for,efforts,states,in,390,False,specified,VB,1,0,7,0,,ed,
specified,in,for,combating,390,False,efforts,NN,0,0,0,4,,,
in,this,efforts,disturbing,390,False,combating,VB,0,0,1,0,,ing,
this,crime,combating,trend,390,False,disturbing,JJ,1,0,5,0,,ing,
disturbing,trend,this,.,390,False,crime,NN,0,0,0,2,,e,
crime,.,disturbing,,390,False,trend,NN,0,0,1,4,,,
,multiply,,,391,True,Offenses,NN,0,0,0,5,,,
Offenses,,,,391,False,multiply,VB,0,1,4,0,,ly,
The,has,,also,392,True,President,NN,0,0,0,6,,,
has,called,President,upon,392,False,also,RB,0,1,0,0,,,
also,upon,has,the,392,False,called,VB,0,0,28,0,,ed,
called,the,also,Attorney,392,False,upon,RB,0,0,0,0,,,
the,General,upon,",",392,True,Attorney,NN,0,0,0,1,,,
Attorney,",",the,the,392,True,General,JJ,6,0,1,3,,,
the,of,",",Health,392,True,Secretary,NN,0,0,0,4,,,
of,",",Secretary,Education,392,True,Health,NN,0,0,0,2,,,
",",and,Health,Welfare,392,True,Education,NN,0,0,0,6,,ion,
and,",",Education,and,392,True,Welfare,NN,0,0,0,3,,e,
the,of,and,Labor,392,True,Secretary,NN,0,0,0,4,,,
of,to,Secretary,coordinate,392,True,Labor,NN,0,0,3,7,,,
to,their,Labor,efforts,392,False,coordinate,VB,1,0,4,1,,e,
their,``,coordinate,in,392,False,efforts,NN,0,0,0,4,,,
the,of,in,a,392,False,development,NN,0,0,0,9,,,
a,of,of,federal,392,False,program,NN,0,0,2,8,,,
of,leadership,program,to,392,False,federal,JJ,4,0,0,2,,,
federal,to,of,assist,392,False,leadership,NN,0,0,0,4,,,
to,states,leadership,and,392,False,assist,VB,0,0,3,2,,,
assist,and,to,local,392,False,states,NN,0,0,3,8,,,
and,communities,states,in,392,False,local,JJ,3,0,0,2,,,
local,in,and,their,392,False,communities,NN,0,0,0,6,,,
their,to,in,cope,392,False,efforts,NN,0,0,0,4,,,
to,with,efforts,the,392,False,cope,VB,0,0,1,2,,e,
the,.,with,,392,False,problem,NN,0,0,0,3,,,
,the,,President,393,True,Simultaneously,RB,0,1,0,0,,ly,
the,announced,Simultaneously,Thursday,393,True,President,NN,0,0,0,6,,,
President,Thursday,the,the,393,False,announced,VB,1,0,4,0,,ed,
the,of,Thursday,David,393,False,appointment,NN,0,0,0,6,,,
of,L.,appointment,Hackett,393,True,David,NP,0,0,0,3,,,
David,Hackett,of,",",393,True,L.,NP,0,0,0,0,,,
L.,",",David,a,393,True,Hackett,NP,0,0,0,0,,,
a,assistant,",",to,393,False,special,JJ,7,0,0,3,,,
special,to,a,the,393,False,assistant,NN,1,0,0,1,,ant,
the,General,to,",",393,True,Attorney,NN,0,0,0,1,,,
Attorney,",",the,as,393,True,General,JJ,6,0,1,3,,,
as,director,",",of,393,False,executive,NN,1,0,0,3,,e,
executive,of,as,the,393,False,director,NN,0,0,0,5,,,
the,Committee,of,on,393,False,new,JJ,11,1,0,0,,,
new,on,the,Juvenile,393,True,Committee,NN,0,0,0,2,,e,
on,Delinquency,Committee,and,393,True,Juvenile,JJ,2,0,0,1,,e,
Juvenile,and,on,Youth,393,True,Delinquency,NN,0,0,0,3,,,
and,Crime,Delinquency,.,393,True,Youth,NN,0,0,0,6,,,
Youth,.,and,,393,True,Crime,NN,0,0,0,2,,e,
His,of,,urgency,394,False,sense,NN,0,0,4,5,,e,
of,in,sense,this,394,False,urgency,NN,0,0,0,4,,,
this,stems,in,from,394,False,matter,NN,0,0,1,6,,er,
matter,from,this,the,394,False,stems,VB,0,0,4,6,,,
the,that,from,court,394,False,fact,NN,0,0,0,4,,,
that,cases,fact,and,394,False,court,NN,0,0,3,11,,,
court,and,that,juvenile,394,False,cases,NN,0,0,2,20,,,
and,arrests,cases,have,394,False,juvenile,JJ,2,0,0,1,,e,
juvenile,have,and,more,394,False,arrests,NN,0,0,4,2,,,
than,since,more,1948,394,False,doubled,VB,1,0,6,0,,ed,
each,showing,",",an,394,False,year,NN,0,0,0,4,,,
year,an,each,increase,394,False,showing,VB,0,0,12,2,,ing,
an,in,showing,offenders,394,False,increase,NN,0,0,2,5,in,e,
in,.,increase,,394,False,offenders,NN,0,0,0,1,,,
Among,reported,,by,395,False,arrests,NN,0,0,4,2,,,
arrests,by,Among,the,395,False,reported,VB,1,0,6,0,,ed,
the,Bureau,by,of,395,True,Federal,JJ,4,0,0,2,,,
Federal,of,the,Investigation,395,True,Bureau,NN,0,0,0,2,,,
of,in,Bureau,1959,395,True,Investigation,NN,0,0,0,2,in,ion,
",",half,1959,for,395,False,about,RB,1,7,0,0,,,
for,and,half,larceny,395,False,burglary,NN,0,0,0,1,,,
and,involved,burglary,persons,395,False,larceny,NN,0,0,0,1,,,
larceny,persons,and,under,395,False,involved,VB,5,0,7,0,in,ed,
involved,under,larceny,18,395,False,persons,NN,0,0,0,3,,,
18,of,under,age,395,False,years,NN,0,0,0,7,,,
of,.,years,,395,False,age,NN,0,0,3,5,,e,
,Providence,,should,396,True,East,JJ,1,1,0,5,,,
East,should,,organize,396,True,Providence,NP,0,0,0,4,,e,
should,its,Providence,civil,396,False,organize,VB,0,0,6,0,,e,
its,defense,organize,setup,396,False,civil,JJ,6,0,0,0,,,
civil,setup,its,and,396,False,defense,NN,0,0,0,12,,e,
defense,and,civil,begin,396,False,setup,NN,0,0,0,3,,,
and,by,setup,appointing,396,False,begin,VB,0,0,10,1,,,
by,a,begin,full-time,396,False,appointing,VB,0,0,3,0,,ing,
a,director,appointing,",",396,False,full-time,JJ,1,1,0,0,,e,
full-time,",",a,Raymond,396,False,director,NN,0,0,0,5,,,
",",H.,director,Hawksley,396,True,Raymond,NP,0,0,0,0,,,
Raymond,Hawksley,",",",",396,True,H.,NP,0,0,0,0,,,
H.,",",Raymond,the,396,True,Hawksley,NP,0,0,0,0,,,
the,city,",",CD,396,False,present,JJ,2,0,13,3,,,
present,CD,the,head,396,False,city,NN,0,0,0,3,,,
city,head,present,",",396,True,CD,NN,1,0,0,4,,,
CD,",",city,believes,396,False,head,NN,0,0,9,33,,,
",",.,head,,396,False,believes,VB,0,0,5,2,,,
,Hawksley,,said,397,True,Mr.,NP,0,0,0,1,,,
Mr.,said,,yesterday,397,True,Hawksley,NP,0,0,0,0,,,
Hawksley,yesterday,Mr.,he,397,False,said,VB,1,0,11,0,,,
be,to,would,go,397,False,willing,JJ,2,0,3,1,,ing,
to,before,willing,the,397,False,go,VB,1,0,30,4,,,
the,council,before,``,397,False,city,NN,0,0,0,3,,,
city,``,the,or,397,False,council,NN,0,0,0,3,,,
anyone,locally,or,'',397,False,else,RB,0,0,0,0,,e,
else,'',anyone,to,397,False,locally,RB,0,2,0,0,,ly,
to,his,'',proposal,397,False,outline,VB,0,0,3,3,,e,
his,at,outline,the,397,False,proposal,NN,0,0,0,3,,,
the,possible,at,time,397,False,earliest,JJ,7,1,0,0,,est,
earliest,time,the,.,397,False,possible,JJ,2,0,0,2,,e,
possible,.,earliest,,397,False,time,NN,0,0,5,10,,e,
,Providence,,now,398,True,East,JJ,1,1,0,5,,,
East,now,,has,398,True,Providence,NP,0,0,0,4,,e,
Providence,has,East,no,398,False,now,RB,0,7,0,1,,,
has,civil,now,defense,398,False,no,RB,1,3,0,2,,,
no,defense,has,program,398,False,civil,JJ,6,0,0,0,,,
civil,program,no,.,398,False,defense,NN,0,0,0,12,,e,
defense,.,civil,,398,False,program,NN,0,0,2,8,,,
,Hawksley,,",",399,True,Mr.,NP,0,0,0,1,,,
Mr.,",",,the,399,True,Hawksley,NP,0,0,0,0,,,
the,general,",",treasurer,399,False,state's,NN,0,0,0,0,,,
state's,treasurer,the,",",399,False,general,JJ,6,0,1,3,,,
general,",",state's,has,399,False,treasurer,NN,0,0,0,1,,er,
a,CD,been,director,399,False,part-time,JJ,1,1,0,0,,e,
part-time,director,a,in,399,True,CD,NN,1,0,0,4,,,
CD,in,part-time,the,399,False,director,NN,0,0,0,5,,,
the,for,in,the,399,False,city,NN,0,0,0,3,,,
nine,.,last,,399,False,years,NN,0,0,0,7,,,
not,in,is,being,400,False,interested,VB,2,0,3,0,in,ed,
being,a,in,full-time,400,False,named,VB,0,0,9,0,,ed,
a,director,named,.,400,False,full-time,JJ,1,1,0,0,,e,
full-time,.,a,,400,False,director,NN,0,0,0,5,,,
,that,,President,401,True,Noting,VB,0,0,4,0,,ing,
that,Kennedy,Noting,has,401,True,President,NN,0,0,0,6,,,
